SECRETARÍA;CÓDIGO DEPARTAMENTO;DEPARTAMENTO;CÓDIGO MUNICIPIO;MUNICIPIO;CÓDIGO INSTITUCIÓN;NOMBRE INSTITUCIÓN;CÓDIGO SEDE;NOMBRE SEDE;ZONA;DIRECCIÓN;TELÉFONO;ESTADO SEDE;NIVELES OFRECIDOS;MODELOS OFRECIDOS;GRADOS OFRECIDOS;latitud;longitud;Elevacion;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290000103;UNID. EDUC. MPAL. CARLOS LOZANO Y LOZANO;125290000863;TULIPANA;URBANA;TV 12 # 16BIS-57;8730814;LEGALIZADO;BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290000103;UNID. EDUC. MPAL. CARLOS LOZANO Y LOZANO;125290000570;POTOSI;URBANA;TV 12 # 16BIS-58;8730815;LEGALIZADO;BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;1,2,3;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290000103;UNID. EDUC. MPAL. CARLOS LOZANO Y LOZANO;125290000251;JARDIN INFANTIL LA TULIPANA;URBANA;TV 12 # 16BIS-59;8730816;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0.1;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000311;UNID. EDUC. MPAL. CAMPESTRE NUEVO HORIZONTE;225290000370;EL PLACER;RURAL;VDA EL PLACER;868 0658;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;-1,0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000311;UNID. EDUC. MPAL. CAMPESTRE NUEVO HORIZONTE;225290000337;ESPINALITO BAJO;RURAL;VDA ESPINALITO BAJO;869 0658;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000311;UNID. EDUC. MPAL. CAMPESTRE NUEVO HORIZONTE;225290000418;GUAYABAL;RURAL;VDA GUAYABAL;870 0658;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.292891;-74.40458;1375;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000311;UNID. EDUC. MPAL. CAMPESTRE NUEVO HORIZONTE;225290000426;LA ISLA;RURAL;VDA LA ISLA;871 0658;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.312923;-74.38643;1621.2;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290002246;UNID. EDUC. MPAL. EBEN-EZER;125290002246;CIUDAD EBEN EZER;URBANA;BRR LLANO LARGO;;POR APROBAR;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;GRUPOS JUVENILES CREATIVOS,EDUCACIÓN TRADICIONAL;6,7,8,9,10,11,23,24,25,26;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290002246;UNID. EDUC. MPAL. EBEN-EZER;425290000662;REFUGIO INFANTIL;URBANA;CLL 22 NO 62-84;8781548;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290002246;UNID. EDUC. MPAL. EBEN-EZER;125290000189;HERNADO CARDENAS;URBANA;BRR LLANO LARGO;8721928;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290002246;UNID. EDUC. MPAL. EBEN-EZER;125290001299;JAIME GARZON;URBANA;BRR LLANO LARGO;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000604;UNID. EDUC. MPAL. INST. TECNICO AGRICOLA VALSALICE;225290000604;VALSALICE;RURAL;KM 47 VIA BOGOTA;8684103;LEGALIZADO;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;EDUCACIÓN TRADICIONAL;6,7,8,9,10,11;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000604;UNID. EDUC. MPAL. INST. TECNICO AGRICOLA VALSALICE;225290000281;CASA DE LATA;RURAL;VDA CUCHARAL;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000604;UNID. EDUC. MPAL. INST. TECNICO AGRICOLA VALSALICE;225290000698;CUCHARAL BAJO;RURAL;VDA CUCHARAL;;CIERRE DEFINITIVO;;;;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000604;UNID. EDUC. MPAL. INST. TECNICO AGRICOLA VALSALICE;225290000736;CUCHARAL ALTO;RURAL;VDA CUCHARAL;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;4.359558;-74.3917;1539.3;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000604;UNID. EDUC. MPAL. INST. TECNICO AGRICOLA VALSALICE;225290001759;LA CASCADA;RURAL;VDA LA CASCADA;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000604;UNID. EDUC. MPAL. INST. TECNICO AGRICOLA VALSALICE;225290000299;BOSACHOQUE;RURAL;VDA BOSACHOQUE;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;4.373351;-74.38642;1489;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000604;UNID. EDUC. MPAL. INST. TECNICO AGRICOLA VALSALICE;225290001651;VIENA;RURAL;VDA VIENA;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;4.355946;-74.41778;1241;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001317;UNID. EDUC. MPAL. FRANCISCO JOSE DE CALDAS;225290001317;FRANCISCO JOSE DE CALDAS;RURAL;VDA LA AGUADITA;;LEGALIZADO;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,MEDIA VOCACIONAL;ESCUELA NUEVA,EDUCACIÓN TRADICIONAL;0,1,2,3,4,5,6,7,8,9,10,11;4.385174;-74.32931;1942.6;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001317;UNID. EDUC. MPAL. FRANCISCO JOSE DE CALDAS;225290000850;BERMEJAL;RURAL;VDA BERMEJAL;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.368753;-74.33261;2139.5;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001317;UNID. EDUC. MPAL. FRANCISCO JOSE DE CALDAS;225290000477;PIAMONTE;RURAL;VDA PIAMONTE;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001317;UNID. EDUC. MPAL. FRANCISCO JOSE DE CALDAS;225290000515;TIERRA NEGRA;RURAL;VDA TIERRA NEGRA;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.362185;-74.34055;2003;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001317;UNID. EDUC. MPAL. FRANCISCO JOSE DE CALDAS;225290000540;USATHAMA;RURAL;VDA USATHAMA;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.392727;-74.36595;1611.1;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001317;UNID. EDUC. MPAL. FRANCISCO JOSE DE CALDAS;225290000795;SAN JOSE DE PIAMONTE;RURAL;VDA SAN JOSE DE PIAMONTE;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.376635;-74.36464;1678;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001118;UNID. EDUC. MPAL. TECNICO DE  ACCION COMUNAL;225290001473;EL LUCERO;URBANA;CLL 3 # 3-30;8734880;LEGALIZADO;BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001118;UNID. EDUC. MPAL. TECNICO DE  ACCION COMUNAL;125290000936;GUSTAVO VEGA ESCOBAR;URBANA;CLL 2 # 2-25;8721116;LEGALIZADO;BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001118;UNID. EDUC. MPAL. TECNICO DE  ACCION COMUNAL;125290000219;MANUELA BELTRAN;URBANA;KR 1 # 1-23;8721010;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;-1,0,1;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001118;UNID. EDUC. MPAL. TECNICO DE  ACCION COMUNAL;225290000388;JORDAN BAJO;RURAL;VDA JORDAN BAJO;8673192;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001118;UNID. EDUC. MPAL. TECNICO DE  ACCION COMUNAL;225290001741;JORDAN  ALTO;RURAL;VDA JORDAN ALTO;8675636;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;-1,0,1,2,3,4,5;4.3612;-74.35506;1802.7;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001118;UNID. EDUC. MPAL. TECNICO DE  ACCION COMUNAL;125290001118;ACCION COMUNAL;URBANA;KR 1 #8-08 NTE;8675379;LEGALIZADO;BÁSICA SECUNDARIA,BÁSICA PRIMARIA,MEDIA VOCACIONAL;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL;6,7,8,9,10,11,21,22,23,24,25,26;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290000839;UNID. EDUC. MPAL. INST. TECNICO INDUSTRIAL;125290000839;INSTITUTO TECNICO INDUSTRIAL;URBANA;KR 6 # 16-02  BALMORAL;867 4962;LEGALIZADO;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;EDUCACIÓN TRADICIONAL;6,7,8,9,10,11;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290000839;UNID. EDUC. MPAL. INST. TECNICO INDUSTRIAL;125290000171;GENERAL SANTANDER;URBANA;KR 6 # 13-34 LUXEMBURGO;867 1697;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;-1,0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290000839;UNID. EDUC. MPAL. INST. TECNICO INDUSTRIAL;225290001074;LOS SAUCES;RURAL;VDA LOS SAUCES;;LEGALIZADO;BÁSICA PRIMARIA;ESCUELA NUEVA;1,2,3,4,5;4.329672;-74.34814;1934.7;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290000049;UNID. EDUC. MPAL. TECNICO TEODORO AYA VILLAVECES;125290000049;TEODORO AYA VILLAVECES;URBANA;KR  6 CL 16;8672922-7762;LEGALIZADO;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL;6,7,8,9,10,11,23,24,25;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001835;UNID. EDUC. MPAL. MANUEL HUMBERTO CARDENAS VELEZ;125290001835;MANUEL HUMBERTO CARDENAS VELEZ;URBANA;CLL 1 N #14B20;8733092;LEGALIZADO;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;EDUCACIÓN TRADICIONAL;6,7,8,9,10,11;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001835;UNID. EDUC. MPAL. MANUEL HUMBERTO CARDENAS VELEZ;125290000201;JULIO SABOGAL;URBANA;CLL 3 #8-34;8738322;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE;-1,0,1,2,3,4,5,99;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001835;UNID. EDUC. MPAL. MANUEL HUMBERTO CARDENAS VELEZ;125290000111;ANTONIA SANTOS;URBANA;KR 12 #5-42;873896;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001835;UNID. EDUC. MPAL. MANUEL HUMBERTO CARDENAS VELEZ;225290001309;LOS RESGUARDOS;RURAL;VDA LOS RESGUARDOS;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.360215;-74.3752;1560.7;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290001198;GUAVIO BAJO;RURAL;VDA GUAVIO;3112779601;LEGALIZADO;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,MEDIA VOCACIONAL;ESCUELA NUEVA,EDUCACIÓN TRADICIONAL;0,1,2,3,4,5,6,7,8,9,10,11;4.273843;-74.37718;1670.1;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000451;MESITAS;RURAL;VDA MESITAS;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.302086;-74.37685;1828.5;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000248;BATAN;RURAL;VDA BAT?N;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.277784;-74.35374;2073.3;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000272;BOCHICA;RURAL;VDA B?CHICA;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000345;EL CARMEN;RURAL;VDA EL CARMEN;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.233777;-74.33988;2421;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000396;GUAVIO ALTO;RURAL;VDA GUAVIO;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,3,4,5;4.28074;-74.39236;1511.1;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000680;LA TRINIDAD;RURAL;VDA LA TRINIDAD;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000353;EL CONSUELO;RURAL;VDA BOCHICA;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.28895;-74.38742;1537;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000485;SANTA ANA;RURAL;VDA BAT?N BAJO;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000493;SANTA LUCIA;RURAL;VDA SANTA LUC?A;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.264318;-74.35969;1915.5;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001198;UNID. EDUC. MPAL. GUAVIO BAJO;225290000469;PALACIOS;RURAL;VDA PALACIOS;;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;ESCUELA NUEVA;0,1,2,3,4,5;4.302086;-74.39633;1627.7;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001355;UNID. EDUC. MPAL. JOSE CELESTINO MUTIS;125290001355;LOS COMUNEROS;URBANA;TV 1 E # 23-03;8738121 - 8738120;LEGALIZADO;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;EDUCACIÓN TRADICIONAL;6,7,8,9,10,11;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001355;UNID. EDUC. MPAL. JOSE CELESTINO MUTIS;125290000626;YIRA CASTRO;URBANA;CLL 24  CR 4;8677868;LEGALIZADO;PREESCOLAR;EDUCACIÓN TRADICIONAL;-1;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001355;UNID. EDUC. MPAL. JOSE CELESTINO MUTIS;225290001660;LA MACARENA;URBANA;CLL 25 # 2B-30;8678323;LEGALIZADO;BÁSICA PRIMARIA;ESCUELA NUEVA,EDUCACIÓN TRADICIONAL;1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001355;UNID. EDUC. MPAL. JOSE CELESTINO MUTIS;225290000507;SARDINAS;RURAL;VDA SARDINAS;8675703;LEGALIZADO;BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;1,2,3,4,5;4.302743;-74.3412;2007.4;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001355;UNID. EDUC. MPAL. JOSE CELESTINO MUTIS;125290000146;FUSACATAN;URBANA;KR 3 # 20-60;8732848;LEGALIZADO;BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290001643;UNID. EDUC. MPAL. LUIS CARLOS  GALAN SARMIENTO;225290001643;LUIS CARLOS  GALAN SARMIENTO;RURAL;KM 67 VIA MELGAR;8679169;LEGALIZADO;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,MEDIA VOCACIONAL;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL;-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001894;CENTRO EDUC. MPAL. ESC. DE PATRULLERITOS DEL SUMAPAZ;125290001894;ESCUELA DE PATRULLERITOS DEL SUMAPAZ;URBANA;CLL 19 NO50-24;918781777;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000914;CENTRO EDUC. MPAL. PROMOCION SOCIAL;225290000914;INST DE PROMOCION SOCIAL;URBANA;KM 59 VIA GIRARDOT;8670780;LEGALIZADO;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;EDUCACIÓN TRADICIONAL;6,7,8,9,10,11;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000990;CENTRO EDUC. MPAL. SANTIAGO SAMPER BRUSH;225290000990;SANTIAGO SAMPER BRUSH;RURAL;VDA EL TRIUNFO;8720251;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL;0,1,2,3,4,5;4.26629;-74.52408;870.4;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;225290000311;UNID. EDUC. MPAL. CAMPESTRE NUEVO HORIZONTE;225290000311;ESPINALITO ALTO;RURAL;VDA ESPINALITO ALTO;867 0658;LEGALIZADO;PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,MEDIA VOCACIONAL;POST PRIMARIA,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM;0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25;4.313581;-74.41746;1368;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;325290002270;INSTITUTO HEGAMAR;325290002270;INSTITUTO HEGAMAR;URBANA;CLL 16A # 13-02;8672838;LEGALIZADO;BÁSICA SECUNDARIA,MEDIA VOCACIONAL;PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS;23,24,25,26;;;;;;;;;;;;;;;;;;;;
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;325290002253;FUND EDUC LATINOAMERICANA DE APOYO AL DESARROLLO - FUNDELAD;325290002253;FUND EDUC LATINOAMERICANA DE APOYO AL DESARROLLO - FUNDELAD;URBANA;CALLE 16 A # 13-02;8672838;LEGALIZADO;PREESCOLAR,BÁSICA PRIMARIA;EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE;-2,-1,0,1,2,3,4,99;;;;;;;;;;;;;;;;;;;;
